"","Transcript","IU_number","start_time","end_time","speaker","IU","Anonymity","Linguistic_info","Quotatives","Me_possessive","There's","Social_info","ordered"
"743","SydS_GOF_174_Cassia",402,"00:09:37.876","00:09:38.215","INT: Erica",".. [2like2] --","","","","","","",402
"4021","SydS_GOF_174_Cassia",403,"00:09:37.920","00:09:38.215","PNT: Cassia","[2they2] --","","","","","","",403
"4022","SydS_GOF_174_Cassia",404,"00:09:38.215","00:09:41.210","PNT: Cassia",".. the expectations on the eldest were very hi[gh.","","","","","","parents had very high expectations of her as the oldest",404
"744","SydS_GOF_174_Cassia",405,"00:09:41.135","00:09:41.475","INT: Erica","[yeah,","","","","","","",405
"4023","SydS_GOF_174_Cassia",406,"00:09:41.210","00:09:42.410","PNT: Cassia","I remember when Yiayia] --","","","","","","",406
"745","SydS_GOF_174_Cassia",407,"00:09:41.475","00:09:42.850","INT: Erica","I wanted to talk to you] about that,","","","","","","",407
"746","SydS_GOF_174_Cassia",408,"00:09:42.850","00:09:43.595","INT: Erica","because I feel like,","","","","","","",408
"4024","SydS_GOF_174_Cassia",409,"00:09:43.595","00:09:43.960","PNT: Cassia","<X y[eah] X> --","","","","","","",409
"747","SydS_GOF_174_Cassia",410,"00:09:43.714","00:09:45.765","INT: Erica","[<X % % X>] there’s not much I know about you,","","","","","","",410
"748","SydS_GOF_174_Cassia",411,"00:09:45.765","00:09:46.485","INT: Erica","... a- --","","","","","","",411
"749","SydS_GOF_174_Cassia",412,"00:09:46.485","00:09:48.230","INT: Erica",".. as .. being the oldest child and,","","","","","","",412
"750","SydS_GOF_174_Cassia",413,"00:09:48.230","00:09:50.263","INT: Erica",".. having to look after everyone an[d,","","","","","","",413
"4025","SydS_GOF_174_Cassia",414,"00:09:50.225","00:09:51.160","PNT: Cassia","[exactly].","","","","","","",414
"751","SydS_GOF_174_Cassia",415,"00:09:50.263","00:09:50.730","INT: Erica","what --","","","","","","",415
"752","SydS_GOF_174_Cassia",416,"00:09:50.730","00:09:52.315","INT: Erica","the kind of s]tuff that you used to d[2o2].","","","","","","",416
"4026","SydS_GOF_174_Cassia",417,"00:09:51.880","00:09:55.275","PNT: Cassia","[2I reme2]mber when Yiayia went into hospital to have your dad,","","","","","","",417
"4027","SydS_GOF_174_Cassia",418,"00:09:55.275","00:09:57.490","PNT: Cassia",".. [I was ex]pected to do everything at home.","","","","","","",418
"753","SydS_GOF_174_Cassia",419,"00:09:55.355","00:09:55.785","INT: Erica","[yeah]. ","","","","","","",419
"4028","SydS_GOF_174_Cassia",420,"00:09:57.490","00:09:58.815","PNT: Cassia",".. I was [2so young2],","","","","","","",420
"754","SydS_GOF_174_Cassia",421,"00:09:57.860","00:09:58.630","INT: Erica","[2yeah,","","","","","","",421
"755","SydS_GOF_174_Cassia",422,"00:09:58.630","00:09:59.156","INT: Erica","it's2] like --","","","","","","",422
"4029","SydS_GOF_174_Cassia",423,"00:09:59.156","00:09:59.555","PNT: Cassia",".. was --","","","","","","",423
"4030","SydS_GOF_174_Cassia",424,"00:09:59.555","00:10:01.310","PNT: Cassia","it was just unbelievable.","","","","","","",424
"756","SydS_GOF_174_Cassia",425,"00:10:01.310","00:10:02.080","INT: Erica",".. yeah.","","","","","","",425
"4031","SydS_GOF_174_Cassia",426,"00:10:02.080","00:10:02.675","PNT: Cassia",".. [just] --","","","","","","",426
"757","SydS_GOF_174_Cassia",427,"00:10:02.255","00:10:03.170","INT: Erica","[I ca]n't believe it.","","","","","","",427
"758","SydS_GOF_174_Cassia",428,"00:10:03.170","00:10:03.480","INT: Erica",".. [2it's2] --","","","","","","",428
"4032","SydS_GOF_174_Cassia",429,"00:10:03.226","00:10:03.830","PNT: Cassia","[2n2]o,","","","","","","",429
"4033","SydS_GOF_174_Cassia",430,"00:10:03.830","00:10:04.730","PNT: Cassia","[<X we were X> so] little,","","","","","","",430
"759","SydS_GOF_174_Cassia",431,"00:10:03.830","00:10:04.163","INT: Erica","[it's] -- ","","","","","","",431
"4034","SydS_GOF_174_Cassia",432,"00:10:04.730","00:10:06.495","PNT: Cassia","and so much was expected of me,","","","","","","",432
"760","SydS_GOF_174_Cassia",433,"00:10:06.495","00:10:07.155","INT: Erica","yeah.","","","","","","",433
"4035","SydS_GOF_174_Cassia",434,"00:10:07.155","00:10:07.660","PNT: Cassia",".. and --","","","","","","",434
"4036","SydS_GOF_174_Cassia",435,"00:10:07.660","00:10:08.138","PNT: Cassia","% [and] --","","","","","","",435
"761","SydS_GOF_174_Cassia",436,"00:10:07.795","00:10:08.715","INT: Erica","[you a]nd Voula,","Voula","","","","","",436
"762","SydS_GOF_174_Cassia",437,"00:10:08.715","00:10:11.055","INT: Erica","or do you f[2eel like <X it was X> just the pressure just on you2].","","","","","","younger siblings did not get the same pressure put on them as she did",437
"4037","SydS_GOF_174_Cassia",438,"00:10:09.111","00:10:09.550","PNT: Cassia","[2oh me- --","","","","","","",438
"4038","SydS_GOF_174_Cassia",439,"00:10:09.550","00:10:11.055","PNT: Cassia","oh look more like me2].","","","","","","",439
"763","SydS_GOF_174_Cassia",440,"00:10:11.055","00:10:11.659","INT: Erica",".. [yeah].","","","","","","",440
"4039","SydS_GOF_174_Cassia",441,"00:10:11.180","00:10:11.659","PNT: Cassia","[yeah].","","","","","","",441
"764","SydS_GOF_174_Cassia",442,"00:10:11.659","00:10:12.990","INT: Erica",".. the[2y just thought2] she’s the oldest,","","","","","","",442
"4040","SydS_GOF_174_Cassia",443,"00:10:11.890","00:10:12.220","PNT: Cassia","[2just2] --","","","","","","",443
"765","SydS_GOF_174_Cassia",444,"00:10:12.990","00:10:14.065","INT: Erica","sh[e can look a]fter all --","","","","","","",444
"4041","SydS_GOF_174_Cassia",445,"00:10:13.165","00:10:13.700","PNT: Cassia","[yeah].","","","","","","",445
"766","SydS_GOF_174_Cassia",446,"00:10:14.065","00:10:15.315","INT: Erica","would you look after all --","","","","","","",446
"767","SydS_GOF_174_Cassia",447,"00:10:15.315","00:10:16.014","INT: Erica","... like,","","","","","","",447
"768","SydS_GOF_174_Cassia",448,"00:10:16.014","00:10:18.216","INT: Erica",".. Aunty Voula and Aunty Barbara a[s well a lot],","Voula Barbara","","","","","",448
"4042","SydS_GOF_174_Cassia",449,"00:10:17.355","00:10:18.216","PNT: Cassia","[I had to].","","","","","","",449
"769","SydS_GOF_174_Cassia",450,"00:10:18.216","00:10:19.640","INT: Erica","li[2ke looking after the kids,","","","","","","",450
"4043","SydS_GOF_174_Cassia",451,"00:10:18.380","00:10:18.650","PNT: Cassia","[2yeah,","","","","","","",451
"4044","SydS_GOF_174_Cassia",452,"00:10:18.650","00:10:20.040","PNT: Cassia","I was responsible for them2].","","","","","","",452
"770","SydS_GOF_174_Cassia",453,"00:10:19.640","00:10:20.040","INT: Erica","yeah2].","","","","","","",453
"771","SydS_GOF_174_Cassia",454,"00:10:20.040","00:10:20.987","INT: Erica",".. cause they were at --","","","","","","",454
"772","SydS_GOF_174_Cassia",455,"00:10:20.987","00:10:23.235","INT: Erica","... I guess if they were at the shop all da- --","","","","","","",455
"773","SydS_GOF_174_Cassia",456,"00:10:23.235","00:10:23.650","INT: Erica","or like,","","","","","","",456
"774","SydS_GOF_174_Cassia",457,"00:10:23.650","00:10:24.255","INT: Erica",".. when where they --","","","","","","",457
"775","SydS_GOF_174_Cassia",458,"00:10:24.255","00:10:25.580","INT: Erica","what times were they working.","","","","","","",458
"4045","SydS_GOF_174_Cassia",459,"00:10:25.580","00:10:25.995","PNT: Cassia",".. o[h] --","","","","","","",459
"776","SydS_GOF_174_Cassia",460,"00:10:25.806","00:10:26.161","INT: Erica","[li]ke,","","","","","","",460
"777","SydS_GOF_174_Cassia",461,"00:10:26.161","00:10:27.335","INT: Erica",".. night-times or --","","","","","","",461
"778","SydS_GOF_174_Cassia",462,"00:10:27.335","00:10:28.178","INT: Erica","... d[a- --","","","","","","",462
"4046","SydS_GOF_174_Cassia",463,"00:10:28.030","00:10:28.900","PNT: Cassia","well late]r o- --","","","","","","",463
"779","SydS_GOF_174_Cassia",464,"00:10:28.178","00:10:28.540","INT: Erica","X] --","","","","","","",464
"4047","SydS_GOF_174_Cassia",465,"00:10:28.900","00:10:30.095","PNT: Cassia","yeah it was late.","","","","","","parents would work late",465
"4048","SydS_GOF_174_Cassia",466,"00:10:30.095","00:10:30.783","PNT: Cassia","[it was la-] --","","","","","","",466
"780","SydS_GOF_174_Cassia",467,"00:10:30.095","00:10:31.565","INT: Erica","[so like you’d] come home and,","","","","","","",467
"781","SydS_GOF_174_Cassia",468,"00:10:31.565","00:10:33.245","INT: Erica","would you cook dinner and,","","","","","","",468
"782","SydS_GOF_174_Cassia",469,"00:10:33.245","00:10:34.030","INT: Erica","... [or],","","","","","","",469
"4049","SydS_GOF_174_Cassia",470,"00:10:33.680","00:10:34.420","PNT: Cassia","[uh] .. well,","","","","","","",470
"4050","SydS_GOF_174_Cassia",471,"00:10:34.420","00:10:36.825","PNT: Cassia","...(1.0) I remember when Yiayia .. Millie,","Millie","","","","","",471
"4051","SydS_GOF_174_Cassia",472,"00:10:36.825","00:10:37.880","PNT: Cassia",".. % got the fish,","","","","","","",472
"4052","SydS_GOF_174_Cassia",473,"00:10:37.880","00:10:38.635","PNT: Cassia",".. % the um,","","","","","","",473
"4053","SydS_GOF_174_Cassia",474,"00:10:38.635","00:10:39.675","PNT: Cassia",".. The Scoop,","The Scoop","","","","","",474
"4054","SydS_GOF_174_Cassia",475,"00:10:39.675","00:10:41.335","PNT: Cassia","[I remembe]r .. studying,","","","","","","",475
"783","SydS_GOF_174_Cassia",476,"00:10:39.675","00:10:40.133","INT: Erica","[yeah].","","","","","","",476
"4055","SydS_GOF_174_Cassia",477,"00:10:41.335","00:10:42.820","PNT: Cassia","... to be a teacher.","","","","","","studied to become a teacher after she finished school",477
"784","SydS_GOF_174_Cassia",478,"00:10:42.820","00:10:43.065","INT: Erica",".. h[m].","","","","","","",478
"4056","SydS_GOF_174_Cassia",479,"00:10:43.015","00:10:44.550","PNT: Cassia","[a]nd then I had Fridays off,","","","","","","",479
"4057","SydS_GOF_174_Cassia",480,"00:10:44.550","00:10:47.110","PNT: Cassia","cause I managed to get all my subjects in the four days,","","","","","","",480
"785","SydS_GOF_174_Cassia",481,"00:10:47.110","00:10:47.550","INT: Erica",".. <X m[hm] X>. ","","","","","","",481
"4058","SydS_GOF_174_Cassia",482,"00:10:47.285","00:10:49.160","PNT: Cassia","[and I]'d spend that day .. cleaning.","","","","","","Was studying to be a teacher; had no classes on Fridays, and would spend that day cooking and cleaning, because parents were so busy in the shop",482
"786","SydS_GOF_174_Cassia",483,"00:10:49.160","00:10:50.210","INT: Erica","... y[2eah2].","","","","","","",483
"4059","SydS_GOF_174_Cassia",484,"00:10:49.643","00:10:50.450","PNT: Cassia","[2and cook2]ing,","","","","","","",484
"4060","SydS_GOF_174_Cassia",485,"00:10:50.450","00:10:51.965","PNT: Cassia","when I should have been study[ing],","","","","","","",485
"787","SydS_GOF_174_Cassia",486,"00:10:51.535","00:10:51.965","INT: Erica","[<X sudi- X>] --","","","","","","",486
"788","SydS_GOF_174_Cassia",487,"00:10:51.965","00:10:53.291","INT: Erica",".. I can't be[2lieve the-2] --","","","","","","",487
"4061","SydS_GOF_174_Cassia",488,"00:10:52.631","00:10:53.095","PNT: Cassia","[2yeah,","","","","","","",488
"4062","SydS_GOF_174_Cassia",489,"00:10:53.095","00:10:55.085","PNT: Cassia","and t2]rying to get the house in order,","","","","","","",489
"4063","SydS_GOF_174_Cassia",490,"00:10:55.085","00:10:55.369","PNT: Cassia",".. % --","","","","","","",490
"789","SydS_GOF_174_Cassia",491,"00:10:55.369","00:10:55.960","INT: Erica",".. y[eah].","","","","","","",491
"4064","SydS_GOF_174_Cassia",492,"00:10:55.577","00:10:55.890","PNT: Cassia","[yeah,","","","","","","",492
"4065","SydS_GOF_174_Cassia",493,"00:10:55.890","00:10:57.596","PNT: Cassia","c]ause that was a seven-day-a-week shop.","","","","","","",493
"790","SydS_GOF_174_Cassia",494,"00:10:57.596","00:10:58.740","INT: Erica","... it was,","","","","","","",494
"791","SydS_GOF_174_Cassia",495,"00:10:58.740","00:10:59.065","INT: Erica","wasn't [it.","","","","","","",495
"4066","SydS_GOF_174_Cassia",496,"00:10:58.938","00:10:59.390","PNT: Cassia","[yeah,","","","","","","",496
"792","SydS_GOF_174_Cassia",497,"00:10:59.065","00:10:59.830","INT: Erica","and it was just the two --","","","","","","",497
"4067","SydS_GOF_174_Cassia",498,"00:10:59.390","00:11:00.015","PNT: Cassia","The Scoop].","The Scoop","","","","","",498
"793","SydS_GOF_174_Cassia",499,"00:10:59.830","00:11:00.890","INT: Erica","uh t]he two of them,","","","","","","",499
"794","SydS_GOF_174_Cassia",500,"00:11:00.890","00:11:02.030","INT: Erica","...  is that what it [2was called,","The Scoop","","","","","",500
"4068","SydS_GOF_174_Cassia",501,"00:11:01.498","00:11:02.950","PNT: Cassia","[2your dad worked in The Scoop2].","The Scoop,the s-","","","","","",501
"795","SydS_GOF_174_Cassia",502,"00:11:02.030","00:11:02.452","INT: Erica","the s- --","the s-","","","","","",502
"796","SydS_GOF_174_Cassia",503,"00:11:02.452","00:11:03.060","INT: Erica","The Scoo2]p. ","The Scoop","","","","","",503
"4069","SydS_GOF_174_Cassia",504,"00:11:03.060","00:11:03.750","PNT: Cassia",".. y[eah].","","","","","","",504
"797","SydS_GOF_174_Cassia",505,"00:11:03.350","00:11:04.089","INT: Erica","[I didn't kn]ow that,","","","","","","",505
"798","SydS_GOF_174_Cassia",506,"00:11:04.089","00:11:04.920","INT: Erica","@ [2<@ <X it's called the su- X> @>2] --","the su-","","","","","",506
"4070","SydS_GOF_174_Cassia",507,"00:11:04.194","00:11:05.430","PNT: Cassia","[2The Scoop Sup2]ermarket.","The Scoop Supermarket","","","","","parents' supermarket was part of ""The Scoop"" chain",507
"4071","SydS_GOF_174_Cassia",508,"00:11:05.430","00:11:08.210","PNT: Cassia","th[3ere used to be a chain of3] supermarkets back then c[alled The Scoop]. ","The Scoop","","","","","",508
"799","SydS_GOF_174_Cassia",509,"00:11:05.548","00:11:06.300","INT: Erica","[3o=h3].","","","","","","",509
"800","SydS_GOF_174_Cassia",510,"00:11:07.520","00:11:07.847","INT: Erica","[yeah,","","","","","","",510
"801","SydS_GOF_174_Cassia",511,"00:11:07.847","00:11:08.313","INT: Erica","Sco]op.","Scoop","","","","","",511
"802","SydS_GOF_174_Cassia",512,"00:11:08.313","00:11:08.935","INT: Erica",".. yeah yeah. ","","","","","","",512
"4072","SydS_GOF_174_Cassia",513,"00:11:08.935","00:11:09.623","PNT: Cassia",".. yeah.","","","","","","",513
"4073","SydS_GOF_174_Cassia",514,"00:11:09.623","00:11:10.180","PNT: Cassia",".. so,","","","","","","",514
"803","SydS_GOF_174_Cassia",515,"00:11:10.180","00:11:11.620","INT: Erica",".. what was the fish shop called,","","","","","","",515
"804","SydS_GOF_174_Cassia",516,"00:11:11.620","00:11:12.125","INT: Erica",".. though.","","","","","","",516
"805","SydS_GOF_174_Cassia",517,"00:11:12.125","00:11:13.271","INT: Erica","... [did that have a name]?","","","","","","",517
"4074","SydS_GOF_174_Cassia",518,"00:11:12.430","00:11:13.705","PNT: Cassia","[I don't remem]be[2r.","","","","","","",518
"806","SydS_GOF_174_Cassia",519,"00:11:13.560","00:11:14.110","INT: Erica","[2hm2].","","","","","","",519
"4075","SydS_GOF_174_Cassia",520,"00:11:13.705","00:11:14.455","PNT: Cassia","I don't r2]emember,","","","","","","",520
"4076","SydS_GOF_174_Cassia",521,"00:11:14.455","00:11:16.145","PNT: Cassia","I was very young when they had the fish shop,","","","","","","parents also had a fish shop when she was younger",521
"4077","SydS_GOF_174_Cassia",522,"00:11:16.145","00:11:17.780","PNT: Cassia","and Dad retired after that,","","","","","","",522
"807","SydS_GOF_174_Cassia",523,"00:11:17.780","00:11:18.480","INT: Erica",".. !really.","","","","","","",523
"4078","SydS_GOF_174_Cassia",524,"00:11:18.480","00:11:19.135","PNT: Cassia","[and then],","","","","","","",524
"808","SydS_GOF_174_Cassia",525,"00:11:18.480","00:11:19.135","INT: Erica","[yeah]. ","","","","","","",525
"4079","SydS_GOF_174_Cassia",526,"00:11:19.135","00:11:19.315","PNT: Cassia","the- --","","","","","","",526
"4080","SydS_GOF_174_Cassia",527,"00:11:19.315","00:11:21.110","PNT: Cassia","he hadn't ... done really well,","","","","","","",527
"4081","SydS_GOF_174_Cassia",528,"00:11:21.110","00:11:23.020","PNT: Cassia",".. and the plan was to go to Greece,","","","","","","",528
"4082","SydS_GOF_174_Cassia",529,"00:11:23.020","00:11:24.140","PNT: Cassia","and live there for good.","","","","","","",529
"4083","SydS_GOF_174_Cassia",530,"00:11:24.140","00:11:24.985","PNT: Cassia","... so you'd- --","","","","","","",530
"4084","SydS_GOF_174_Cassia",531,"00:11:24.985","00:11:25.725","PNT: Cassia",".. s[o],","","","","","","",531
"809","SydS_GOF_174_Cassia",532,"00:11:25.240","00:11:25.853","INT: Erica","[yea]h,","","","","","","",532
"4085","SydS_GOF_174_Cassia",533,"00:11:25.853","00:11:27.595","PNT: Cassia",".. Pappou Bluey packed us all up,","Bluey","","","","","",533
"810","SydS_GOF_174_Cassia",534,"00:11:27.595","00:11:28.390","INT: Erica",".. mhm m[hm].","","","","","","",534
"4086","SydS_GOF_174_Cassia",535,"00:11:28.170","00:11:29.815","PNT: Cassia","[and] including the big Ford,","","","","","","",535
"4087","SydS_GOF_174_Cassia",536,"00:11:29.815","00:11:31.460","PNT: Cassia","... [2shipped it o2]ver to Greece,","","","","","","In 1967, moved to Greece to live - also shipped their car",536
"811","SydS_GOF_174_Cassia",537,"00:11:30.125","00:11:30.617","INT: Erica","[2 yeah yeah2].","","","","","","",537
"4088","SydS_GOF_174_Cassia",538,"00:11:31.460","00:11:33.030","PNT: Cassia","in nineteen sixty-seven.","","","","","","",538
"4089","SydS_GOF_174_Cassia",539,"00:11:33.030","00:11:34.858","PNT: Cassia","... we got there,","","","","","","",539
"4090","SydS_GOF_174_Cassia",540,"00:11:34.858","00:11:36.155","PNT: Cassia","...(1.0) what ti- --","","","","","","",540
"4091","SydS_GOF_174_Cassia",541,"00:11:36.155","00:11:37.545","PNT: Cassia","... about .. January,","","","","","","",541
"4092","SydS_GOF_174_Cassia",542,"00:11:37.545","00:11:37.800","PNT: Cassia","Feb- --","","","","","","",542
"4093","SydS_GOF_174_Cassia",543,"00:11:37.800","00:11:38.473","PNT: Cassia",".. February.","","","","","","",543
"812","SydS_GOF_174_Cassia",544,"00:11:38.473","00:11:39.156","INT: Erica",".. yea[h yeah].","","","","","","",544
"4094","SydS_GOF_174_Cassia",545,"00:11:38.840","00:11:40.743","PNT: Cassia","[I thi]nk nineteen sixty-seven,","","","","","","",545
"4095","SydS_GOF_174_Cassia",546,"00:11:40.743","00:11:41.930","PNT: Cassia","... and,","","","","","","",546
"4096","SydS_GOF_174_Cassia",547,"00:11:41.930","00:11:43.010","PNT: Cassia","... that was it.","","","","","","",547
"4097","SydS_GOF_174_Cassia",548,"00:11:43.010","00:11:44.510","PNT: Cassia","we were meant to st[ay there fo]r go[2od2].","","","","","","",548
"813","SydS_GOF_174_Cassia",549,"00:11:43.620","00:11:44.050","INT: Erica","[stay-] --","","","","","","",549
"814","SydS_GOF_174_Cassia",550,"00:11:44.228","00:11:44.959","INT: Erica","[2ye2]a[3h3].","","","","","","",550
"4098","SydS_GOF_174_Cassia",551,"00:11:44.885","00:11:45.490","PNT: Cassia","[3b3]ut what ha- --","","","","","","",551
"4099","SydS_GOF_174_Cassia",552,"00:11:45.490","00:11:46.585","PNT: Cassia","and we lived with Yiayia,","","","","","","",552
"815","SydS_GOF_174_Cassia",553,"00:11:46.585","00:11:47.641","INT: Erica","... yo[urs].","","","","","","",553
"4100","SydS_GOF_174_Cassia",554,"00:11:47.216","00:11:48.485","PNT: Cassia","<X [Varas]ke X> [2Voula,","Varaske Voula","","","","","",554
"816","SydS_GOF_174_Cassia",555,"00:11:47.780","00:11:49.525","INT: Erica","[2o=h my go=sh2].","","","","","","",555
"4101","SydS_GOF_174_Cassia",556,"00:11:48.485","00:11:50.170","PNT: Cassia","and Pappou <X Sp2]irios X>,","Pappou Spirios","","","","","",556
"4102","SydS_GOF_174_Cassia",557,"00:11:50.170","00:11:51.150","PNT: Cassia","in Platanos,","Platanos","","","","","lived with their grandparents in Platanos when they lived in Greece",557
"4103","SydS_GOF_174_Cassia",558,"00:11:51.150","00:11:52.085","PNT: Cassia","w[e lived] ther[2e2],","","","","","","",558
"817","SydS_GOF_174_Cassia",559,"00:11:51.240","00:11:51.604","INT: Erica","[yeah].","","","","","","",559
"818","SydS_GOF_174_Cassia",560,"00:11:52.020","00:11:52.645","INT: Erica","[2c2]ause .. m- --","","","","","","",560
"819","SydS_GOF_174_Cassia",561,"00:11:52.645","00:11:52.875","INT: Erica","I --","","","","","","",561
"820","SydS_GOF_174_Cassia",562,"00:11:52.875","00:11:53.990","INT: Erica","when I actually asked,","","","","","","",562
"821","SydS_GOF_174_Cassia",563,"00:11:53.990","00:11:54.870","INT: Erica",".. Bampas m .. y --","","","","","","",563
"822","SydS_GOF_174_Cassia",564,"00:11:54.870","00:11:56.225","INT: Erica",".. my dad about this,","","","","","","",564
"823","SydS_GOF_174_Cassia",565,"00:11:56.225","00:11:56.895","INT: Erica","your brother,","","","","","","",565
"824","SydS_GOF_174_Cassia",566,"00:11:56.895","00:11:57.671","INT: Erica","... um,","","","","","","",566
"825","SydS_GOF_174_Cassia",567,"00:11:57.671","00:11:59.383","INT: Erica",".. he= said he remembers,","","","","","","",567
"826","SydS_GOF_174_Cassia",568,"00:11:59.383","00:12:00.993","INT: Erica","... going back over,","","","","","","",568
"827","SydS_GOF_174_Cassia",569,"00:12:00.993","00:12:01.690","INT: Erica",".. and,","","","","","","",569
"828","SydS_GOF_174_Cassia",570,"00:12:01.690","00:12:03.281","INT: Erica","... your yiayia,","","","","","","",570
"829","SydS_GOF_174_Cassia",571,"00:12:03.281","00:12:04.314","INT: Erica","... % ha- --","","","","","","",571
"830","SydS_GOF_174_Cassia",572,"00:12:04.314","00:12:06.722","INT: Erica","like getting milk from= .. the cows,","","","","","","",572
"831","SydS_GOF_174_Cassia",573,"00:12:06.722","00:12:07.935","INT: Erica","a[nd fe]eding [2yo2]u --","","","","","","",573
"4104","SydS_GOF_174_Cassia",574,"00:12:06.811","00:12:07.215","PNT: Cassia","[yeah],","","","","","","",574
"4105","SydS_GOF_174_Cassia",575,"00:12:07.441","00:12:07.785","PNT: Cassia","[2yeah2].","","","","","","",575
"832","SydS_GOF_174_Cassia",576,"00:12:07.935","00:12:08.465","INT: Erica",".. [3yeah,","","","","","","",576
"4106","SydS_GOF_174_Cassia",577,"00:12:08.115","00:12:08.920","PNT: Cassia","[3we had all th3]at. ","","","","","","",577
"833","SydS_GOF_174_Cassia",578,"00:12:08.465","00:12:08.765","INT: Erica","like3] -- ","","","","","","",578
"834","SydS_GOF_174_Cassia",579,"00:12:08.920","00:12:09.445","INT: Erica","yea[h]. ","","","","","","",579
"4107","SydS_GOF_174_Cassia",580,"00:12:09.411","00:12:09.878","PNT: Cassia","[w]hen you w- --","","","","","","",580
"4108","SydS_GOF_174_Cassia",581,"00:12:09.878","00:12:11.520","PNT: Cassia",".. [2when2] .. [3a guest arri3]ved for dinner,","","","","","","",581
"835","SydS_GOF_174_Cassia",582,"00:12:09.920","00:12:10.170","INT: Erica","[2or2] --","","","","","","",582
"836","SydS_GOF_174_Cassia",583,"00:12:10.260","00:12:10.880","INT: Erica","[3really3] -- ","","","","","","",583
"4109","SydS_GOF_174_Cassia",584,"00:12:11.520","00:12:13.340","PNT: Cassia","they'd go out and .. grab @a rabbit.","","","","","","",584
"4110","SydS_GOF_174_Cassia",585,"00:12:13.340","00:12:14.585","PNT: Cassia",".. a[nd they'd cook it for --","","","","","","",585
"837","SydS_GOF_174_Cassia",586,"00:12:13.575","00:12:14.707","INT: Erica","[oh my gosh].","","","","","","",586
"4111","SydS_GOF_174_Cassia",587,"00:12:14.585","00:12:15.370","PNT: Cassia","<X I] n- I X> [2cook it2].","","","","","","",587
"838","SydS_GOF_174_Cassia",588,"00:12:15.000","00:12:15.790","INT: Erica","[2very2] rural,","","","","","","",588
"839","SydS_GOF_174_Cassia",589,"00:12:15.790","00:12:16.451","INT: Erica","like [very --","","","","","","",589
"4112","SydS_GOF_174_Cassia",590,"00:12:16.040","00:12:17.285","PNT: Cassia","[yeah very rur]al,","","","","","","",590
"840","SydS_GOF_174_Cassia",591,"00:12:16.451","00:12:17.067","INT: Erica","@@]","","","","","","",591
"4113","SydS_GOF_174_Cassia",592,"00:12:17.285","00:12:19.660","PNT: Cassia","[2yeah we'd fi2]nd that really .. upsetting.","","","","","","",592
"841","SydS_GOF_174_Cassia",593,"00:12:17.285","00:12:17.875","INT: Erica","[2yeah2]. ","","","","","","",593
"842","SydS_GOF_174_Cassia",594,"00:12:19.660","00:12:21.270","INT: Erica",".. but it [3was just like3] .. [using],","","","","","","",594
"4114","SydS_GOF_174_Cassia",595,"00:12:19.920","00:12:20.660","PNT: Cassia","[3distressing3].","","","","","","",595
"4115","SydS_GOF_174_Cassia",596,"00:12:20.805","00:12:21.795","PNT: Cassia","[that was l]i[2fe2].","","","","","","",596
"843","SydS_GOF_174_Cassia",597,"00:12:21.580","00:12:21.875","INT: Erica","[2ye2]ah,","","","","","","",597
"844","SydS_GOF_174_Cassia",598,"00:12:21.875","00:12:23.190","INT: Erica","like using na[ture to] --","","","","","","",598
"4116","SydS_GOF_174_Cassia",599,"00:12:22.738","00:12:24.192","PNT: Cassia","[yeah or th]ey'd grab a chook,","","","","","","",599
"4117","SydS_GOF_174_Cassia",600,"00:12:24.192","00:12:25.320","PNT: Cassia",".. and they'd end up making,","","","","","","",600
"4118","SydS_GOF_174_Cassia",601,"00:12:25.320","00:12:26.955","PNT: Cassia",".. you know avgolemono soupa,","","","","","","",601
"845","SydS_GOF_174_Cassia",602,"00:12:26.955","00:12:28.205","INT: Erica",".. @[@@@@","","","","","","",602
"4119","SydS_GOF_174_Cassia",603,"00:12:27.277","00:12:28.437","PNT: Cassia","[@@@@@] ","","","","","","",603
"846","SydS_GOF_174_Cassia",604,"00:12:28.205","00:12:28.875","INT: Erica","<@ oh] wow @>.","","","","","","",604
"4120","SydS_GOF_174_Cassia",605,"00:12:28.875","00:12:29.410","PNT: Cassia","[2@","","","","","","",605
"847","SydS_GOF_174_Cassia",606,"00:12:28.875","00:12:29.410","INT: Erica","[2@@","","","","","","",606
"4121","SydS_GOF_174_Cassia",607,"00:12:29.410","00:12:29.670","PNT: Cassia","yeah2] --","","","","","","",607
"848","SydS_GOF_174_Cassia",608,"00:12:29.410","00:12:30.493","INT: Erica","would have2] been good @thoug[h.","","","","","","",608
"4122","SydS_GOF_174_Cassia",609,"00:12:30.455","00:12:31.285","PNT: Cassia","[oh it was.","","","","","","",609
"849","SydS_GOF_174_Cassia",610,"00:12:30.493","00:12:31.285","INT: Erica","very @authentic. ","","","","","","",610
"4123","SydS_GOF_174_Cassia",611,"00:12:31.285","00:12:31.640","PNT: Cassia","and ev- --","","","","","","",611
"850","SydS_GOF_174_Cassia",612,"00:12:31.285","00:12:31.681","INT: Erica","@]","","","","","","",612
"4124","SydS_GOF_174_Cassia",613,"00:12:31.640","00:12:33.305","PNT: Cassia","e]verything was super fres[2h2].","","","","","","",613
"851","SydS_GOF_174_Cassia",614,"00:12:33.230","00:12:33.905","INT: Erica","[2y2]e[3ah3].","","","","","","",614
"4125","SydS_GOF_174_Cassia",615,"00:12:33.377","00:12:34.100","PNT: Cassia","[3the food3] w- --","","","","","","",615
